waterbody,year,mon,gear,species,len,weight,sex,age,age_strux,lennote
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,185,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,180,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,218,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,188,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,208,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,201,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,206,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,269,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,249,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,264,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,211,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,198,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,175,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,191,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,180,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,297,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,206,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,213,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,417,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,180,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,201,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,455,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,208,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,196,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,373,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,221,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,201,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,224,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,439,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,399,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,432,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,345,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,229,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,196,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,183,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,351,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,185,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,218,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,224,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,234,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,241,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,193,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Walleye,287,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Rock Bass,94,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Rock Bass,145,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Rock Bass,41,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Rock Bass,168,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,157,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,104,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,157,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,163,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,157,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,99,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed X Bluegill,147,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,157,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,117,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,86,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,89,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,86,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,137,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,150,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,91,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,97,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,53,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,124,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,104,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,168,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,157,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,165,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,157,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,140,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,91,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,130,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,102,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,137,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,119,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,86,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,81,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Pumpkinseed,97,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Northern Pike,231,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Northern Pike,665,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Northern Pike,681,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Northern Pike,564,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Northern Pike,660,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Northern Pike,632,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Northern Pike,574,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Northern Pike,648,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,737,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,795,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,930,NA,F,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,886,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,1186,NA,F,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,815,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,805,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,965,NA,F,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,724,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,1199,NA,F,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,940,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,1057,NA,F,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,1016,NA,F,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Muskellunge,739,NA,M,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Muskellunge,495,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,384,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,305,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,335,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,386,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,206,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,170,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,272,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,FYKE NET,Largemouth Bass,340,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,356,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,297,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,361,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,284,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,277,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,348,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,122,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,229,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,264,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,175,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,145,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,389,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,277,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,226,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,330,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,310,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,216,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,147,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,183,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,180,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,429,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,221,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,160,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,290,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,168,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,325,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,366,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,343,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,284,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,328,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,338,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,310,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,361,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,292,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,318,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,272,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,330,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,254,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,307,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,305,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,394,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,323,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,206,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,389,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,343,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,279,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,208,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,335,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,310,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,188,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,216,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,340,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,71,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,305,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,363,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,310,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,318,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,175,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,170,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,307,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,216,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,373,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,325,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,312,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,338,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Largemouth Bass,371,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,124,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,137,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,124,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,99,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,135,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,145,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,145,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,107,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,122,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,119,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,97,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,107,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,81,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,89,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,119,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,99,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,94,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,99,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,86,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,76,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,109,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,132,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,152,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,132,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,145,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,147,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,137,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,132,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,94,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,81,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,102,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,117,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,107,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,91,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,84,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,117,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,102,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,76,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,53,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,79,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,132,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,107,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,117,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,135,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,112,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,130,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,135,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,150,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,150,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,102,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,97,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,99,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,107,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,163,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,84,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,117,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,127,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,97,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,81,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,142,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,81,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,91,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,94,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,91,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,79,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,86,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,124,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,135,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,109,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,132,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,117,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,94,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,147,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,107,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,99,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,86,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,122,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,137,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,114,NA,,NA,,Observed length
BLACK DAN LAKE,2013,May,BOOM SHOCKER,Bluegill,117,NA,,NA,,Observed length
